CODE,LABEL,YEAR,LAND AREA  ha,WATER USE ON AUSTRALIAN FARMS Area of agricultural land ha,WATER USE ON AUSTRALIAN FARMS Area irrigated ha,WATER USE ON AUSTRALIAN FARMS Volume of water applied ML,"WATER USE ON AUSTRALIAN FARMS Application rate, area watered and used ML/ha",PROTECTED AREAS  Indigenous Protected Area no.,PROTECTED AREAS National Parks no.,PROTECTED AREAS Nature Reserves no.,PROTECTED AREAS All Other Protected Areas no.,PROTECTED AREAS Total no.,PROTECTED AREAS  Indigenous Protected Area ha,PROTECTED AREAS National Parks ha,PROTECTED AREAS Nature Reserves ha,PROTECTED AREAS All Other Protected Areas ha,PROTECTED AREAS Total ha,PROTECTED AREAS  Indigenous Protected Area %,PROTECTED AREAS National Parks %,PROTECTED AREAS Nature Reserves %,PROTECTED AREAS All Other Protected Areas %,PROTECTED AREAS Total %,SOLAR INSTALLATIONS Small-Scale Solar Panel System Installations no.,SOLAR INSTALLATIONS Increase in installations from previous year %,SOLAR INSTALLATIONS Solar Water Heater Installations no.,SOLAR INSTALLATIONS Increase in SWH installations from previous year %
109,Murray,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,608",16.3,"2,143",6.8
109,Murray,2016,-,"8,357,208","230,141","655,902",2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,577",10.1,"2,287",6.7
109,Murray,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,593",9.6,"2,404",5.1
109,Murray,2018,"9,779,767.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110,New England and North West,2011,-,"6,490,385","158,795","754,447",4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110,New England and North West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,079",-,"5,856",-
110,New England and North West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,933",16.7,"6,050",3.3
110,New England and North West,2016,-,"6,890,232","106,070","437,152",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,567",12.6,"6,184",2.2
110,New England and North West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,792",15.3,"6,310",2
110,New England and North West,2018,"9,914,591.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,Newcastle and Lake Macquarie,2011,-,"4,354",73,184,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,Newcastle and Lake Macquarie,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,927",-,"12,789",-
111,Newcastle and Lake Macquarie,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,404",9.3,"13,318",4.1
111,Newcastle and Lake Macquarie,2016,-,"2,509",121,116,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,152",10,"13,847",4
111,Newcastle and Lake Macquarie,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"21,814",13.9,"14,328",3.5
111,Newcastle and Lake Macquarie,2018,"87,061.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,Richmond - Tweed,2011,-,"321,881","5,243","12,498",2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,Richmond - Tweed,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"23,630",-,"22,869",-
112,Richmond - Tweed,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"25,758",9,"23,832",4.2
112,Richmond - Tweed,2016,-,"302,032","5,971","13,658",2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,823",8,"24,794",4
112,Richmond - Tweed,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"32,008",15,"25,652",3.5
112,Richmond - Tweed,2018,"1,027,114.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113,Riverina,2011,-,"4,154,316","146,907","693,482",4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113,Riverina,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,570",-,"1,922",-
113,Riverina,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,920",17.8,"1,987",3.4
113,Riverina,2016,-,"3,975,586","199,360","1,004,780",5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,828",10.2,"2,030",2.2
113,Riverina,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,029",12.2,"2,066",1.8
113,Riverina,2018,"5,698,501.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,Southern Highlands and Shoalhaven,2011,-,"94,044","2,145","3,377",1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,Southern Highlands and Shoalhaven,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,520",-,"8,211",-
114,Southern Highlands and Shoalhaven,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,410",10.4,"8,452",2.9
114,Southern Highlands and Shoalhaven,2016,-,"76,176","2,043","3,331",1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,184",8.2,"8,647",2.3
114,Southern Highlands and Shoalhaven,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,451",12.4,"8,897",2.9
114,Southern Highlands and Shoalhaven,2018,"670,444.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,Sydney - Baulkham Hills and Hawkesbury,2011,-,"12,297","2,941","9,844",3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,Sydney - Baulkham Hills and Hawkesbury,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,872",-,"4,101",-
115,Sydney - Baulkham Hills and Hawkesbury,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,863",10,"4,253",3.7
115,Sydney - Baulkham Hills and Hawkesbury,2016,-,"7,224","2,125","7,701",3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,741",8.1,"4,369",2.7
115,Sydney - Baulkham Hills and Hawkesbury,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,059",11.2,"4,494",2.9
115,Sydney - Baulkham Hills and Hawkesbury,2018,"325,149.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,Sydney - Blacktown,2011,-,"2,230",111,246,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,Sydney - Blacktown,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,812",-,"3,850",-
116,Sydney - Blacktown,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,372",10.5,"3,986",3.5
116,Sydney - Blacktown,2016,-,"1,239",73,187,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,717",8.2,"4,073",2.2
116,Sydney - Blacktown,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,253",8.7,"4,139",1.6
116,Sydney - Blacktown,2018,"24,208.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,Sydney - City and Inner South,2011,-,"2,500",0,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,Sydney - City and Inner South,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,370",-,"1,225",-
117,Sydney - City and Inner South,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,645",11.6,"1,274",4
117,Sydney - City and Inner South,2016,-,"109,036","1,509","6,201",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,947",11.4,"1,315",3.2
117,Sydney - City and Inner South,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,280",11.3,"1,359",3.3
117,Sydney - City and Inner South,2018,"6,553.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,Sydney - Eastern Suburbs,2011,-,"2,248",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,Sydney - Eastern Suburbs,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,473",-,"1,391",-
118,Sydney - Eastern Suburbs,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,844",15,"1,425",2.4
118,Sydney - Eastern Suburbs,2016,-,"8,943",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,141",10.4,"1,466",2.9
118,Sydney - Eastern Suburbs,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,519",12,"1,493",1.8
118,Sydney - Eastern Suburbs,2018,"5,773.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,Sydney - Inner South West,2011,-,759,7,20,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,Sydney - Inner South West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,397",-,"4,963",-
119,Sydney - Inner South West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,452",9.3,"5,070",2.2
119,Sydney - Inner South West,2016,-,"4,536",413,322,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,289",6.7,"5,196",2.5
119,Sydney - Inner South West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,637",10.1,"5,309",2.2
119,Sydney - Inner South West,2018,"16,393.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120,Sydney - Inner West,2011,-,"8,983",91,33,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120,Sydney - Inner West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,155",-,"1,825",-
120,Sydney - Inner West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,563",9.8,"1,902",4.2
120,Sydney - Inner West,2016,-,"4,424",720,"4,000",5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,939",8.2,"1,981",4.2
120,Sydney - Inner West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,387",9.1,"2,069",4.4
120,Sydney - Inner West,2018,"6,454.80",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121,Sydney - North Sydney and Hornsby,2011,-,"1,787",240,213,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121,Sydney - North Sydney and Hornsby,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,824",-,"4,132",-
121,Sydney - North Sydney and Hornsby,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,651",12.1,"4,239",2.6
121,Sydney - North Sydney and Hornsby,2016,-,"1,361",148,386,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,330",8.9,"4,357",2.8
121,Sydney - North Sydney and Hornsby,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,341",12.1,"4,478",2.8
121,Sydney - North Sydney and Hornsby,2018,"27,509.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
122,Sydney - Northern Beaches,2011,-,"1,489",371,423,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
122,Sydney - Northern Beaches,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,807",-,"2,491",-
122,Sydney - Northern Beaches,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,410",10.4,"2,553",2.5
122,Sydney - Northern Beaches,2016,-,"32,556",10,35,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,919",7.9,"2,636",3.3
122,Sydney - Northern Beaches,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,617",10.1,"2,707",2.7
122,Sydney - Northern Beaches,2018,"25,420.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,Sydney - Outer South West,2011,-,"21,421","1,400","3,474",2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,Sydney - Outer South West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,225",-,"6,053",-
123,Sydney - Outer South West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,535",10.7,"6,191",2.3
123,Sydney - Outer South West,2016,-,"15,275","1,385","2,934",2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,578",7.7,"6,343",2.5
123,Sydney - Outer South West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,181",11,"6,462",1.9
123,Sydney - Outer South West,2018,"127,845.10",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
124,Sydney - Outer West and Blue Mountains,2011,-,"9,327","1,375","6,962",5.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
124,Sydney - Outer West and Blue Mountains,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,922",-,"5,725",-
124,Sydney - Outer West and Blue Mountains,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,553",11.7,"5,926",3.5
124,Sydney - Outer West and Blue Mountains,2016,-,"7,319","1,492","6,529",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,026",9.5,"6,095",2.9
124,Sydney - Outer West and Blue Mountains,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,930",11.2,"6,264",2.8
124,Sydney - Outer West and Blue Mountains,2018,"396,812.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
125,Sydney - Parramatta,2011,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
125,Sydney - Parramatta,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,275",-,"4,175",-
125,Sydney - Parramatta,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,146",8.5,"4,296",2.9
125,Sydney - Parramatta,2016,-,38,24,3,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,938",7.1,"4,385",2.1
125,Sydney - Parramatta,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,910",8.1,"4,474",2
125,Sydney - Parramatta,2018,"16,163.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
126,Sydney - Ryde,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,972",-,"1,864",-
126,Sydney - Ryde,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,327",8.9,"1,901",2
126,Sydney - Ryde,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,595",6.2,"1,949",2.5
126,Sydney - Ryde,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,034",9.6,"1,987",1.9
126,Sydney - Ryde,2018,"6,933.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
127,Sydney - South West,2011,-,"13,520","1,750","4,858",2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
127,Sydney - South West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,623",-,"4,916",-
127,Sydney - South West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,930",8.9,"5,088",3.5
127,Sydney - South West,2016,-,"7,997","1,470","3,479",2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,985",6.6,"5,243",3
127,Sydney - South West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,619",9.6,"5,348",2
127,Sydney - South West,2018,"53,906.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
128,Sydney - Sutherland,2011,-,63,4,17,4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
128,Sydney - Sutherland,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,277",-,"4,687",-
128,Sydney - Sutherland,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,894",11.7,"4,787",2.1
128,Sydney - Sutherland,2016,-,"7,240",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,319",7.2,"4,930",3
128,Sydney - Sutherland,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,138",13,"5,064",2.7
128,Sydney - Sutherland,2018,"29,586.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201,Ballarat,2011,-,"550,699","7,696","13,585",1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201,Ballarat,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,074",-,"5,870",-
201,Ballarat,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,076",12.4,"6,462",10.1
201,Ballarat,2016,-,"533,408","12,585","15,112",1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,933",9.4,"6,941",7.4
201,Ballarat,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,132",12.1,"7,350",5.9
201,Ballarat,2018,"1,028,747.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202,Bendigo,2011,-,"740,054","31,247","53,134",1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202,Bendigo,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,570",-,"7,693",-
202,Bendigo,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,871",12.3,"8,480",10.2
202,Bendigo,2016,-,"777,414","58,316","154,377",2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,998",9.5,"9,086",7.1
202,Bendigo,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,371",10.6,"9,700",6.8
202,Bendigo,2018,"1,184,190.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
203,Geelong,2011,-,"235,422","4,193","9,272",2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
203,Geelong,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,957",-,"13,109",-
203,Geelong,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,822",12.5,"14,942",14
203,Geelong,2016,-,"206,919","1,852","4,147",2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,471",9.8,"16,654",11.5
203,Geelong,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,318",10,"18,502",11.1
203,Geelong,2018,"442,869.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
204,Hume,2011,-,"1,256,972","14,876","23,790",1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
204,Hume,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,837",-,"6,707",-
204,Hume,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,440",11.6,"7,205",7.4
204,Hume,2016,-,"1,012,039","16,980","46,182",2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,839",9.1,"7,751",7.6
204,Hume,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,561",10.2,"8,300",7.1
204,Hume,2018,"3,400,553.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
205,Latrobe - Gippsland,2011,-,"1,140,430","72,212","173,733",2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
205,Latrobe - Gippsland,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,549",-,"12,268",-
205,Latrobe - Gippsland,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"22,749",10.7,"13,481",9.9
205,Latrobe - Gippsland,2016,-,"967,484","65,289","175,028",2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"24,767",8.9,"14,660",8.7
205,Latrobe - Gippsland,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,572",11.3,"15,914",8.6
205,Latrobe - Gippsland,2018,"4,155,375.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
206,Melbourne - Inner,2011,-,"2,232",116,167,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
206,Melbourne - Inner,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,976",-,"5,567",-
206,Melbourne - Inner,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,369",17.5,"6,215",11.6
206,Melbourne - Inner,2016,-,626,45,300,6.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,468",11.7,"6,855",10.3
206,Melbourne - Inner,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,651",11.3,"7,350",7.2
206,Melbourne - Inner,2018,"14,236.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
207,Melbourne - Inner East,2011,-,471,134,103,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
207,Melbourne - Inner East,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,548",-,"4,083",-
207,Melbourne - Inner East,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,575",12,"4,655",14
207,Melbourne - Inner East,2016,-,38,21,18,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,364",8.2,"5,367",15.3
207,Melbourne - Inner East,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,402",10,"5,973",11.3
207,Melbourne - Inner East,2018,"14,674.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
208,Melbourne - Inner South,2011,-,77,29,161,5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
208,Melbourne - Inner South,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,619",-,"5,422",-
208,Melbourne - Inner South,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,981",14.2,"6,257",15.4
208,Melbourne - Inner South,2016,-,104,105,388,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,986",9.2,"6,823",9
208,Melbourne - Inner South,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,386",11.7,"7,477",9.6
208,Melbourne - Inner South,2018,"16,149.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209,Melbourne - North East,2011,-,"18,686",828,"1,715",2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209,Melbourne - North East,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,256",-,"18,776",-
209,Melbourne - North East,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,609",13.6,"21,292",13.4
209,Melbourne - North East,2016,-,"18,993",723,"3,061",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"21,662",10.5,"23,633",11
209,Melbourne - North East,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"23,828",10,"25,505",7.9
209,Melbourne - North East,2018,"185,126.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210,Melbourne - North West,2011,-,"37,553",510,858,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210,Melbourne - North West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,356",-,"10,452",-
210,Melbourne - North West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,256",14.2,"12,253",17.2
210,Melbourne - North West,2016,-,"29,014",137,266,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,782",10,"14,176",15.7
210,Melbourne - North West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,465",10,"16,513",16.5
210,Melbourne - North West,2018,"161,969.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
211,Melbourne - Outer East,2011,-,"25,561","3,747","5,397",1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
211,Melbourne - Outer East,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,571",-,"6,711",-
211,Melbourne - Outer East,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"22,935",11.5,"7,309",8.9
211,Melbourne - Outer East,2016,-,"20,110","4,143","7,270",1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"25,107",9.5,"8,087",10.6
211,Melbourne - Outer East,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,499",9.5,"8,787",8.7
211,Melbourne - Outer East,2018,"187,855.80",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
212,Melbourne - South East,2011,-,"111,899","5,930","9,751",1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
212,Melbourne - South East,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,563",-,"24,540",-
